0 78
1 2
7 1
9 1
12 1
13 5
15 2
16 1
17 1
19 5
24 1
25 1
31 3
33 1
34 1
35 1
40 3
41 1
44 1
45 1
46 2
48 2
49 1
52 3
56 1
58 2
62 2
64 7
65 1
66 1
67 2
75 1
77 2
81 1
89 2
92 1
108 1
117 1
118 1
123 2
124 1
127 1
153 1
169 1
181 1
184 1
188 1
200 2
208 1
235 3
241 1
245 1
265 2
341 2
373 1
460 1
467 1
501 1
576 1
612 1
626 1
700 1
731 1
847 1
903 1
1030 1
1032 2
1264 2
1393 1
1865 1
2556 1
2867 1
3271 1
4064 1
4095 1
4803 1
5241 1
5868 1
5898 1
6570 3
9586 1
10750 1
13390 1
14946 1
16934 1
21550 1
26901 1
34002 1
35377 1
2147483647 20
