-2147483648 1
0 280
1 15
2 9
4 7
5 1
6 1
7 2
8 1
16 3
20 2
22 1
25 2
26 2
27 1
32 1
34 2
36 3
46 5
51 15
56 6
57 4
64 4
70 1
73 5
77 5
79 3
81 1
84 10
86 1
88 3
92 2
94 1
97 3
100 7
104 1
110 3
111 6
118 1
125 3
132 1
134 1
136 3
141 1
144 3
148 3
150 1
156 1
157 1
158 1
165 3
171 1
201 1
204 1
207 1
213 1
222 1
225 1
227 1
228 1
231 1
247 1
256 3
265 2
269 1
271 1
272 1
275 1
282 3
297 1
300 4
316 3
324 2
338 1
347 1
364 2
368 7
380 1
392 3
396 1
397 4
400 1
411 4
412 3
432 1
449 1
460 1
462 1
464 1
484 1
490 2
495 1
497 1
512 1
554 1
650 4
677 1
729 2
746 1
757 1
806 1
829 2
900 1
989 1
1019 2
1024 2
1043 6
1061 1
1106 5
1128 3
1149 1
1207 1
1222 1
1224 2
1225 1
1346 8
1380 1
1383 1
1416 1
1500 3
1521 1
1525 1
1542 1
1620 1
1629 1
1632 3
1711 2
1793 1
1800 1
1823 1
1849 1
1892 1
1897 1
1998 2
2033 1
2034 2
2035 1
2176 1
2190 13
2294 2
2380 1
2394 1
2400 1
2500 3
2521 3
2601 1
2618 1
2685 1
2704 2
2777 2
2974 2
3001 1
3003 9
3153 2
3192 1
3306 1
3444 1
3538 1
3684 1
3750 1
3819 1
4006 2
4056 1
4096 1
4105 1
4106 1
4121 1
4160 1
4326 2
4356 1
4378 1
4672 4
4700 2
4761 1
4844 1
4900 1
5033 1
5162 1
5206 1
5299 1
5715 1
5745 2
5766 1
5944 1
5966 1
5984 2
6070 4
6123 1
6316 1
6336 1
6720 1
6789 5
6937 1
7484 1
7590 1
7603 1
7605 1
7698 1
7699 2
7885 1
8072 1
8221 1
8398 1
8556 1
8616 2
8633 4
8715 5
8817 1
8847 1
9085 1
9105 3
9134 1
9313 1
9354 1
9552 2
9684 1
9940 3
10000 1
10019 1
10632 1
10654 1
10749 1
11449 3
11514 1
11969 1
12115 1
12139 1
12164 1
12272 1
12684 1
12853 2
13216 1
13526 1
13649 1
14799 1
14835 1
14960 1
15291 5
15652 1
15948 1
15970 1
16078 1
16099 1
16258 1
16272 1
16683 1
17054 1
17617 1
17826 1
19042 1
19159 2
19263 1
19909 2
20882 1
21963 1
23098 1
23428 1
23592 1
24200 1
25577 1
25599 1
26215 1
26433 1
28561 2
28611 1
29491 1
31502 1
33554 1
33782 1
34284 1
34447 1
38680 1
44210 1
46311 1
50674 1
51322 1
52586 1
54849 1
55757 1
56066 2
66268 1
77224 1
77729 1
82031 1
91318 1
91583 1
94944 2
103555 1
109491 1
111056 1
112435 1
117305 1
121380 1
157698 1
177594 1
184239 1
186610 1
209297 1
211273 1
217587 1
231049 1
239407 1
256247 1
289188 1
299618 1
367337 1
392057 1
392759 1
395282 1
438487 1
490972 1
530581 1
559675 1
596221 2
648174 1
759454 2
910888 1
940539 1
1151535 1
1296306 1
1351287 1
2130985 1
2225228 1
2995325 1
2998239 1
3000315 1
3020688 1
5293479 1
9354681 1
10652666 2
11997806 1
12888492 1
13480260 1
21643153 1
25658832 1
25751092 1
26293405 1
1419297985 1
2147483647 4592
