-2147483648 1
0 418
1 2
2 1
3 1
5 1
12 3
15 3
22 1
23 1
24 1
25 4
30 1
32 1
43 1
45 1
50 1
56 4
90 2
92 1
100 5
182 2
206 1
210 1
213 1
218 1
219 1
225 1
263 2
291 1
338 1
358 1
402 1
445 1
446 1
450 6
457 1
473 2
484 1
504 1
506 1
515 1
518 4
530 1
559 11
605 1
625 1
642 1
676 5
703 3
729 1
750 1
756 1
773 4
829 2
884 1
900 1
947 1
1069 3
1102 1
1128 1
1211 1
1214 1
1267 1
1288 1
1305 1
1324 1
1331 1
1383 1
1392 1
1496 1
1516 1
1522 6
1536 1
1662 3
1681 5
1726 1
1764 1
1773 1
1914 1
1971 1
1973 1
1981 1
2006 1
2039 9
2097 1
2098 1
2125 1
2251 1
2304 1
2330 1
2338 1
2347 1
2418 1
2424 2
2431 2
2486 1
2570 1
2696 1
2919 1
2922 3
3017 2
3038 1
3080 7
3097 1
3102 3
3136 1
3209 2
3229 1
3249 1
3306 1
3330 1
3422 1
3501 1
3543 3
3546 2
3600 3
3844 1
3888 2
4006 8
4050 7
4149 1
4276 1
4634 1
4732 1
4825 1
4970 1
5093 2
5126 1
5255 1
5401 1
5436 3
5625 1
5700 1
5711 5
5810 1
5834 1
5847 1
6021 1
6068 1
6246 4
6257 1
6487 1
6750 9
6855 2
6976 1
7006 1
7126 2
7140 1
7542 1
7786 1
7810 1
8434 1
8816 3
9035 1
9219 3
9869 1
9929 2
10000 1
10255 1
10609 1
10626 1
10732 2
11034 1
11788 1
12178 3
12364 2
12454 1
12830 1
13110 2
13595 1
13689 6
14400 2
14515 1
14722 1
14946 1
15475 1
15555 1
16016 1
16630 1
17066 1
17322 1
17344 1
17730 1
19268 3
19461 2
21253 1
22891 2
22930 1
24312 2
24494 1
24576 1
24944 1
25600 1
25820 1
26055 2
26896 2
26953 2
27994 1
28603 1
30031 2
30330 1
30420 2
30530 1
30816 1
31256 1
31302 1
31303 2
31517 1
32000 3
32978 1
33884 3
34003 1
34179 1
34880 1
39212 1
39357 1
39666 1
40437 3
41356 2
41361 2
43667 1
44008 1
44679 2
47367 1
47733 1
49732 1
51104 1
52092 1
53407 1
53453 1
57360 1
58773 1
63053 1
63063 1
64160 2
64800 2
66584 1
67320 1
71722 2
72202 1
73205 2
73695 2
76176 2
81856 1
83905 1
89399 1
91990 1
94592 3
99179 3
102340 1
102786 1
111890 1
112225 1
113569 1
114244 3
123874 1
127806 1
350097 9
424360 1
505695 1
743706 1
792138 1
823200 1
1018464 1
1142235 1
1273080 2
1466325 1
6525566 1
1393159864 1
2147483647 4592
