0 36
1 1
64 1
132 1
300 3
380 1
460 1
512 1
677 1
989 1
1043 2
1106 4
1346 8
1500 3
1521 1
1542 1
1620 1
1632 2
1998 2
2035 1
2380 1
2618 1
2685 1
2777 2
2974 1
3001 1
3306 1
3684 1
4056 1
4105 1
4106 1
4356 1
4378 1
4700 2
5033 1
5162 1
5299 1
5715 1
5766 1
5966 1
6070 2
6123 1
6336 1
6789 4
7484 1
7605 1
7698 1
8221 1
8398 1
8616 1
8633 3
8715 3
8817 1
8847 1
9085 1
9105 2
9134 1
9313 1
9354 1
9684 1
9940 3
10019 1
10632 1
10654 1
10749 1
11969 1
12115 1
12139 1
12853 2
14799 1
15291 4
15652 1
15948 1
15970 1
16078 1
16099 1
16258 1
16272 1
17054 1
17826 1
19159 2
19263 1
21963 1
23098 1
23428 1
25577 1
25599 1
26433 1
51322 1
52586 1
55757 1
56066 2
82031 1
91318 1
94944 2
111056 1
112435 1
117305 1
177594 1
184239 1
186610 1
209297 1
211273 1
231049 1
239407 1
289188 1
299618 1
367337 1
392057 1
392759 1
395282 1
438487 1
490972 1
530581 1
596221 1
648174 1
759454 2
910888 1
1151535 1
1351287 1
2130985 1
2225228 1
2995325 1
2998239 1
3000315 1
3020688 1
10652666 2
11997806 1
21643153 1
25751092 1
26293405 1
2147483647 20
