-2147483648 1
0 568
1 35
2 8
3 11
4 4
6 6
7 1
9 1
10 2
11 1
12 7
13 1
16 9
19 2
20 2
21 6
22 2
23 1
25 1
26 2
29 2
31 2
34 2
36 2
41 1
42 1
51 8
52 1
58 1
59 7
60 4
62 1
65 1
75 2
77 1
79 1
80 2
92 2
98 1
99 1
100 10
104 1
108 1
117 1
124 2
125 1
128 1
136 3
155 1
166 4
178 2
180 1
183 1
184 2
185 2
197 1
200 1
215 1
223 1
237 2
253 1
264 3
301 2
350 2
368 1
377 2
384 1
402 2
403 4
404 1
475 1
478 1
480 1
561 1
623 1
630 1
635 1
693 2
731 1
752 1
760 1
767 1
806 1
887 3
1169 2
1183 1
1268 1
1274 1
1333 1
1418 1
1466 1
1501 2
1584 1
1647 1
1658 1
1858 1
1909 2
1913 1
2236 2
2256 2
2284 13
2352 1
2420 1
2520 1
3162 1
3360 1
3362 1
3768 1
3918 1
4174 1
4310 1
4761 1
4970 1
4998 1
5640 1
6348 2
6570 3
7216 2
7259 1
7671 1
8001 1
8443 1
9176 1
9586 1
9700 1
15807 1
16148 1
17071 1
19663 1
19993 2
25153 1
27223 1
32400 1
46563 1
51915 1
85784 1
279517 1
1363640110 1
2147483647 4592
