0 2975
1 158
2 493
3 157
4 365
5 118
6 193
7 79
8 109
9 56
10 65
11 57
12 62
13 27
14 33
15 23
16 47
17 21
18 30
19 12
20 15
21 11
22 28
23 15
24 16
25 14
26 17
27 16
28 12
29 10
30 9
31 9
32 10
33 7
34 4
35 3
36 7
37 5
38 6
39 6
40 4
41 5
42 3
43 7
44 2
45 2
46 3
47 2
48 2
49 4
50 6
51 3
52 2
53 0
54 2
55 2
56 0
57 0
58 6
59 3
60 0
61 3
62 2
63 1
64 2
65 2
66 3
67 1
68 2
69 1
70 2
71 2
72 1
73 2
74 3
75 1
76 3
78 2
79 3
84 1
87 2
89 2
91 1
93 1
103 1
104 1
105 1
106 2
114 1
115 2
118 1
119 1
123 2
129 1
136 1
141 1
144 1
146 1
148 2
151 2
163 1
164 1
168 1
173 1
177 1
178 1
201 1
206 1
226 1
250 1
285 1
287 1
298 1
308 1
319 1
326 1
346 1
352 1
363 1
373 1
388 1
487 1
501 1
543 1
573 1
604 1
620 1
644 1
753 1
757 1
804 1
822 2
1175 1
2294 1
