0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 
2442805 116654 0 0 0 0 142 0 0 0 0 0 0 0 0 0 490 413 0 0 0 793230 1114 0 578877 0 0 0 0 0 144867 0 0 714 118325 2279 15177 10186 209 0 5495 6856 0 20910 11922 116853 19195 58304 147991 32637 35058 1234207 62666 25951 0 3135 256 20338 0 1831 15053 0 32829 255100 28155 170812 2622 0 105196 0 42046 406 17847 0 1075851 10576 125330 136607 1274 1716639 696 13515 70327 6982 0 105630 0 386398 0 1313 0 7757 0 27225 0 0 8982 0 29767 460976 0 61707 223406 21564 0 0 0 28411 344282 6668 3037 0 1697 2214 599614 25796 0 15920 619297 7479 24203 15990 189148 414696 24908 5107 11885 14743 2195 133523 3326 10784 36941 30245 1047 0 7893 2127 4589 21108 21370 7931 28610 4363 34871 23136 3039 0 5280 0 26206 2611 8790 208814 11869 5515 0 7280 2554 3969 73097 0 0 0 2866 13229 29663 6205 0 4553 75485 1334 0 0 0 7313 10989 0 2233 149 53917 0 0 0 2828 707 5937 3382 1934 0 0 0 0 922 0 433 0 0 0 0 902 0 0 524 909 0 20 12274 0 11284 0 0 0 0 0 1299 0 0 0 2944 0 0 0 0 0 0 0 1706 0 1780 0 0 0 0 0 0 0 0 7386 0 0 0 2878 0 0 16111 583 0 0 0 0 0 0 11434 19741 1516887 
