0 3115
1 800
2 466
3 204
4 146
5 79
6 65
7 44
8 25
9 22
10 22
11 15
12 21
13 19
14 10
15 16
16 7
17 15
18 8
19 8
20 3
21 9
22 5
23 1
24 8
25 6
26 8
27 4
28 4
29 4
30 7
31 5
32 1
33 0
34 0
35 0
36 0
37 2
38 2
39 0
40 3
41 0
42 1
43 2
44 0
45 1
46 3
47 1
48 2
49 0
50 0
51 0
52 0
53 1
54 0
55 1
56 0
57 1
58 0
59 0
60 1
61 1
65 2
66 1
71 1
76 1
78 1
79 1
80 1
81 1
82 1
83 2
93 2
96 1
100 1
106 1
107 1
113 1
128 1
135 1
136 1
139 1
152 1
165 1
168 1
184 1
200 1
231 1
234 1
252 1
263 1
265 1
334 1
532 1
